Distrito,parlamentario/a,coalición,partido político,Votos obtenidos ,% obtenido,año elección
12,Hernán Palma Pérez,Dignidad Ahora,Partido Humanista,948,"0,24%",2021
12,Mónica Arce Castro,Dignidad Ahora,Partido Humanista,1046,"0,27%",2021
12,Ximena Ossandón Irarrázabal,Chile Podemos +,Renovación Nacional,41010,"10,45%",2021
12,Álvaro Carter Fernández,Chile Podemos +,Unión Demócrata Independiente,30764,"7,84%",2021
12,Ana María Gazmuri Vieira,Apruebo Dignidad ,Comunes,28401,"7,24%",2021
12,Daniela Serrano Salazar,Apruebo Dignidad ,Partido Comunista,14727,"3,75%",2021
13,Gael Yeomans Araya,Apruebo Dignidad ,Convergencia Social,31405,"13,11%",2021
13,Lorena Pizarro Sierra,Apruebo Dignidad ,Partido Comunista,20788,"8,68%",2021
13,Cristhian Moreira Barros,Chile Podemos +,Unión Demócrata Independiente,16571,"6,92%",2021
13,Eduardo Durán Salinas,Chile Podemos +,Renovación Nacional,14559,"6,08%",2021
13,Daniel Melo Contreras,Nuevo Pacto Social,Partido Socialista,12076,"5,04%",2021
14,Marisela Santibáñez Novoa,Apruebo Dignidad ,Partido Comunista,55755,"17,72%",2021
14,Camila Musante Müller,Apruebo Dignidad ,Comunes,12335,"3,79%",2021
14,Raúl Leiva Carvajal,Nuevo Pacto Social,Partido Socialista,40850,"12,54%",2021
14,Leonardo Soto Ferrada,Nuevo Pacto Social,Partido Socialista,20791,"6,38%",2021
14,Juan Antonio Coloma Álamos,Chile Podemos +,Unión Demócrata Independiente,34767,"10,67%",2021
14,Juan Irarrázaval Rossel,Frente Social Cristiano,Partido Republicano,13223,"4,06%",2021
15,Raúl Soto Mardones,Nuevo Pacto Social,Partido por la Democracia ,55072,"27,76%",2021
15,Marta González Olea,Nuevo Pacto Social,Partido por la Democracia ,1968,"0,99%",2021
15,Diego Schalper Sepúlveda,Chile Podemos +,Renovación Nacional,17091,"8,61%",2021
15,Natalia Romero Talguia,Chile Podemos +,Unión Demócrata Independiente,10327,"5,20%",2021
15,Marcela Riquelme Aliaga,Apruebo Dignidad ,Convergencia Social,11493,"5,79%",2021
16,Carla Morales Maldonado,Chile Podemos +,Renovación Nacional,16044,"11,38%",2021
16,Eduardo Cornejo Lagos,Chile Podemos +,Unión Demócrata Independiente,10862,"8,01%",2021
16,Cosme Mellado Pino,Nuevo Pacto Social,Partido Radical,13469,"9,93%",2021
16,Félix Bugueño Sotelo,Apruebo Dignidad ,Federación Regionalista Verde Social,9035,"6,66%",2021
17,Hugo Rey Martínez,Chile Podemos +,Renovación Nacional,17694,"7,32%",2021
17,Jorge Guzmán Zepeda,Chile Podemos +,Evopoli ,12648,"5,25%",2021
17,Felipe Donoso Castro,Chile Podemos +,Unión Demócrata Independiente,11761,"4,87%",2021
17,Alexis Sepúlveda Soto,Nuevo Pacto Social,Partido Radical,14027,"5,81%",2021
17,Benjamín Moreno Bascur,Frente Social Cristiano,Partido Republicano,16705,"6,91%",2021
17,Mercedes Bulnes Núñez,Apruebo Dignidad ,Revolución Democrática,8418,"3,48%",2021
17,Francisco Pulgar Castillo,Independientes Unidos,Centro Unido,23049,"9,54%",2021
18,Paula Labra Besserer,Chile Podemos +,Renovación Nacional,13037,"11,06%",2021
18,Gustavo Benavente Vergara,Chile Podemos +,Unión Demócrata Independiente,8089,"6,86%",2021
18,Jaime Naranjo Ortiz,Nuevo Pacto Social,Partido Socialista,15015,"12,73%",2021
18,Consuelo Veloso Ávila,Apruebo Dignidad ,Revolución Democrática,8913,"7,56%",2021
19,Cristóbal Martínez Ramírez,Chile Podemos +,Unión Demócrata Independiente,29941,"17,79%",2021
19,Marta Bravo Salinas,Chile Podemos +,Unión Demócrata Independiente,11260,"6,69%",2021
19,Frank Sauberbaum Muñoz,Chile Podemos +,Renovación Nacional,15560,"9,24%",2021
19,Felipe Camaño Cárdenas,Nuevo Pacto Social,Democracia Cristiana ,8102,"4,81%",2021
19,Sara Concha Smith,Frente Social Cristiano,Partido Conservador Cristiano,5298,"3,15%",2021
20,Francesca Muñoz González,Chile Podemos +,Renovación Nacional,32061,"9,25%",2021
20,Leonidas Romero Sáez,Chile Podemos +,Renovación Nacional,11777,"3,40%",2021
20,Sergio Bobadilla Muñoz,Chile Podemos +,Unión Demócrata Independiente,23732,"6,84%",2021
20,Marlene Pérez Cartes,Chile Podemos +,Unión Demócrata Independiente,18490,"5,33%",2021
20,Eric Aedo Jeldres,Nuevo Pacto Social,Democracia Cristiana ,10706,"3,09%",2021
20,Félix González Gatica,Partido Ecologista Verde,Partido Ecologista Verde,30088,"8,68%",2021
20,María Candelaria Acevedo Sáez,Apruebo Dignidad ,Partido Comunista,7002,"2,02%",2021
20,Roberto Arroyo Muñoz,Partido de la Gente ,Partido de la Gente ,9465,"2,73%",2021
21,Joanna Pérez Olea,Nuevo Pacto Social,Democracia Cristiana ,19465,"9,92%",2021
21,Cristóbal Urruticoechea Ríos,Frente Social Cristiano,Partido Republicano,22772,"11,61%",2021
21,Flor Weisse Novoa,Chile Podemos +,Unión Demócrata Independiente,21759,"11,09%",2021
21,Karen Medina Vásquez,Partido de la Gente ,Partido de la Gente ,10056,"5,13%",2021
21,Clara Sagardía Cabezas,Apruebo Dignidad ,Convergencia Social,8996,"4,59%",2021
22,Jorge Rathgeb Schifferli,Chile Podemos +,Renovación Nacional,20451,"18,99%",2021
22,Juan Carlos Beltrán Silva,Chile Podemos +,Renovación Nacional,10730,"9,96%",2021
22,Jorge Saffirio Espinoza,Nuevo Pacto Social,Democracia Cristiana ,5892,"5,47%",2021
22,Gloria Naveillán Arriagada,Frente Social Cristiano,Partido Republicano,6252,"5,81%",2021
23,Henry Leal Bizama,Chile Podemos +,Unión Demócrata Independiente,17913,"7,43%",2021
23,Miguel Becker Alvear,Chile Podemos +,Renovación Nacional,16328,"6,78%",2021
23,Miguel Mellado Suazo,Chile Podemos +,Renovación Nacional,14160,"5,88%",2021
23,Mauricio Ojeda Rebolledo,Frente Social Cristiano,Partido Republicano,14906,"6,37%",2021
23,Stephan Schubert Rubio,Frente Social Cristiano,Partido Republicano,12773,"5,30%",2021
23,Andrés Jouannet Valderrama,Nuevo Pacto Social,Partido Radical,8050,"3,34%",2021
23,Ericka Ñanco Vásquez,Apruebo Dignidad ,Revolución Democrática,9704,"4,03%",2021
24,Marcos Ilabaca Cerda,Nuevo Pacto Social,Partido Socialista,35469,"24,67%",2021
24,Ana María Bravo Castro,Nuevo Pacto Social,Partido Socialista,1856,"1,29%",2021
24,Gastón Von Mühlenbrock Zamora,Chile Podemos +,Unión Demócrata Independiente,13270,"9,23%",2021
24,Bernardo Berger Fett,Chile Podemos +,Renovación Nacional,11107,"7,72%",2021
24,Patricio Rosas Barrientos,Apruebo Dignidad ,Convergencia Social,6602,"4,59%",2021
25,Emilia Nuyado Ancapichún,Nuevo Pacto Social,Partido Socialista,15958,"11,60%",2021
25,Héctor Barría Angulo,Nuevo Pacto Social,Democracia Cristiana ,12986,"9,44%",2021
25,Daniel Lilayu Vivanco,Chile Podemos +,Unión Demócrata Independiente,8974,"6,52%",2021
25,Harry Jürgensen Rundshagen,Frente Social Cristiano,Partido Republicano,22539,"16,38%",2021
26,Alejandro Bernales Maldonado,Nuevo Pacto Social,Partido Liberal,9155,"6,16%",2021
26,Héctor Ulloa Aguilera,Nuevo Pacto Social,Ciudadanos,9107,"6,12%",2021
26,Mauro González Villarroel,Chile Podemos +,Renovación Nacional,9545,"6,42%",2021
26,Fernando Bórquez Montencinos,Chile Podemos +,Unión Demócrata Independiente,7670,"5,16%",2021
26,Jaime Sáez Quiroz,Apruebo Dignidad ,Revolución Democrática,4768,"3,21%",2021
27,Miguel Ángel Calisto Águila,Nuevo Pacto Social,Democracia Cristiana ,9738,"25,72%",2021
27,René Alinco Bustos,Nuevo Pacto Social,Partido por la Democracia ,4798,"12,67%",2021
27,Marcia Raphael Mora,Chile Podemos +,Renovación Nacional,3890,"10,28%",2021
28,Carlos Bianchi Chelech,Independiente,Independiente,26297,"40,45%",2021
28,Christian Matheson Villán,Chile Podemos +,Evopoli,7212,"11,09%",2021
28,Javiera Morales Alvarado,Apruebo Dignidad ,Convergencia Social,4543,"6,99%",2021
1,Luis Malla Valenzuela,Unidad por Chile,Partido Liberal,29252,"21,56%",2025
1,Jorge Díaz Ibarra,Unidad por Chile,Democracia Cristiana ,18588,"13,70%",2025
1,Stephanie Jéldrez Ortíz,Cambio por Chile,Partido Republicano,12608,"9,29%",2025
2,Carlos Carvajal Gallardo,Unidad por Chile,Partido por la Democracia ,25469,"13,91%",2025
2,Ximena Naranjo Pinto,Chile Grande y Unido,Unión Demócrata Independiente,19330,"10,55%",2025
2,Álvaro Jofré Cáceres,Cambio por Chile,Partido Nacional Libertario,14988,"8,18%",2025
3,Sebastián Videla Castillo,Unidad por Chile,Partido Liberal,74910,"23,38%",2025
3,Jaime Araya Guerrero,Unidad por Chile,Partido por la Democracia ,13687,"4,27%",2025
3,Marcela Hernando Pérez,Unidad por Chile,Partido Radical,11973,"3,74%",2025
3,Fabián Ossandón Briceño,Partido de la Gente,Partido de la Gente ,33381,"10,42%",2025
3,Carlo Arqueros Pizarro,Cambio por Chile,Partido Republicano,12528,"3,91%",2025
4,Juan Santana Castillo,Unidad por Chile,Partido Socialista,19595,"11,30%",2025
4,Cristian Tapia Ramos,Unidad por Chile,Partido por la Democracia ,18375,"10,59%",2025
4,Jaime Mulet Martínez,"Verdes, Regionalistas y Humanistas",Federación Regionalista Verde Social,20747,"11,96%",2025
4,Paula Olmos Contreras,Partido de la Gente,Partido de la Gente ,10046,"5,79%",2025
4,Ignacio Urcullú Clement-Lund,Cambio por Chile,Partido Republicano,8416,"4,85%",2025
5,Daniel Manouchehri Lobos,Unidad por Chile,Partido Socialista,95526,"21,14%",2025
5,Nathalie Castillo Rojas,Unidad por Chile,Partido Comunista,19490,"4,31%",2025
5,Carolina Tello Rojas,Unidad por Chile,Frente Amplio ,15199,"3,36%",2025
5,Bernardo Salinas Maya,Unidad por Chile,Partido Comunista,3843,"0,85%",2025
5,Marco Sulantay Olivares,Chile Grande y Unido,Unión Demócrata Independiente,23061,"5,10%",2025
5,Eileen Urqueta Rojas,Partido de la Gente,Partido de la Gente ,15849,"3,51%",2025
5,Erich Grohs Marín,Cambio por Chile,Partido Nacional Libertario,13688,"3,03%",2025
6,Nelson Venegas Salazar,Unidad por Chile,Partido Socialista,38396,"6,48%",2025
6,Sofía González Cortés,Unidad por Chile,Partido Comunista,33528,"5,66%",2025
6,Cristian Mella Andaur,Unidad por Chile,Democracia Cristiana ,31178,"5,26%",2025
6,María Francisca Bello Campos,Unidad por Chile,Frente Amplio ,30663,"5,17%",2025
6,Chiara Barchiesi Chávez,Cambio por Chile,Partido Republicano,63230,"10,67%",2025
6,Benjamín Lorca Inzunza,Cambio por Chile,Partido Republicano,19768,"3,34%",2025
6,Luis Pardo Sáinz,Chile Grande y Unido,Renovación Nacional,43785,"7,39%",2025
6,Javier Olivares Avendaño,Partido de la Gente,Partido de la Gente ,32334,"5,46%",2025
7,Jaime Bassa Mercado,Unidad por Chile,Frente Amplio ,40585,"7,21%",2025
7,Jorge Brito Hasbún,Unidad por Chile,Frente Amplio ,34402,"6,11%",2025
7,Luis Cuello Peña y Lillo,Unidad por Chile,Partido Comunista,37819,"6,72%",2025
7,Luis Sánchez Ossa,Cambio por Chile,Partido Republicano,38072,"6,76%",2025
7,Sebastián Zamora Soto,Cambio por Chile,Partido Republicano,25871,"4,59%",2025
7,Hotuiti Teao Drago,Chile Grande y Unido,Unión Demócrata Independiente,46713,"8,30%",2025
7,Andrés Celis Montt,Chile Grande y Unido,Renovación Nacional,27850,"4,95%",2025
7,Juan Marcelo Valenzuela Henríquez,Partido de la Gente,Partido de la Gente ,26410,"4,69%",2025
8,Gustavo Gatica Villarroel,Unidad por Chile,Partido Comunista,96002,"12,33%",2025
8,Marcos Barraza Gómez,Unidad por Chile,Partido Comunista,26580,"3,41%",2025
8,Tatiana Urrutia Herrera,Unidad por Chile,Frente Amplio ,33684,"4,33%",2025
8,Agustín Romero Leiva,Cambio por Chile,Partido Republicano,54474,"7,00%",2025
8,Enrique Bassaletti Riess,Cambio por Chile,Partido Republicano,48152,"6,19%",2025
8,Pier Karlezi Hazleby,Cambio por Chile,Partido Nacional Libertario,23232,"2,98%",2025
8,Cristian Contreras Radovic,Partido de la Gente,Partido de la Gente ,53487,"6,87%",2025
8,Mario Olavarría Rodríguez,Chile Grande y Unido,Unión Demócrata Independiente,24095,"3,10%",2025
9,Carlos Cuadrado Prats,Unidad por Chile,Partido por la Democracia ,46184,"8,91%",2025
9,Boris Barrera Moreno,Unidad por Chile,Partido Comunista,39326,"7,59%",2025
9,César Valenzuela Maass,Unidad por Chile,Partido Socialista,24026,"4,64%",2025
9,José Carlos Meza Pereira,Cambio por Chile,Partido Republicano,34288,"6,62%",2025
9,Javiera Rodríguez Pascual,Cambio por Chile,Partido Republicano,25553,"4,93%",2025
9,Tamara Ramírez Ramírez,Partido de la Gente,Partido de la Gente ,24269,"4,68%",2025
9,Guillermo Ramírez Diez,Chile Grande y Unido,Unión Demócrata Independiente,19361,"3,74%",2025
10,Gonzalo Winter Etcheberry,Unidad por Chile,Frente Amplio ,94924,"14,56%",2025
10,Emilia Schneider Videla,Unidad por Chile,Frente Amplio ,31365,"4,81%",2025
10,Lorena Fries Monleón,Unidad por Chile,Frente Amplio ,15620,"0,86%",2025
10,Irací Hassler Jacob,Unidad por Chile,Partido Comunista,47064,"7,22%",2025
10,José Antonio Kast Adriasola,Cambio por Chile,Partido Republicano,57245,"8,78%",2025
10,Hans Marowski Cuevas,Cambio por Chile,Partido Nacional Libertario,28163,"4,32%",2025
10,Francisco Orrego Gutiérrez,Chile Grande y Unido,Renovación Nacional,61027,"9,36%",2025
10,Jorge Alessandri Vergara,Chile Grande y Unido,Unión Demócrata Independiente,56977,"8,74%",2025
11,Diego Schalper Sepúlveda,Chile Grande y Unido,Renovación Nacional,69960,"13,09%",2025
11,Claudia Mora Vega,Chile Grande y Unido,Renovación Nacional,20496,"3,83%",2025
11,Constanza Hube Portus,Chile Grande y Unido,Unión Demócrata Independiente,56840,"10,63%",2025
11,Catalina del Real Mihovilovic,Cambio por Chile,Partido Republicano,57641,"10,78%",2025
11,Cristián Araya Lerdo de Tejada,Cambio por Chile,Partido Republicano,42945,"8,03%",2025
11,Constanza Schönhaut Soto,Unidad por Chile,Frente Amplio ,26274,"4,91%",2025
12,Álvaro Carter Fernández,Cambio por Chile,Partido Republicano,71126,"11,22%",2025
12,Macarena Santelices Cañas,Cambio por Chile,Partido Republicano,23737,"3,74%",2025
12,Pamela Jiles Moreno,Partido de la Gente,Partido de la Gente ,97421,"15,37%",2025
12,Zandra Parisi Fernández,Partido de la Gente,Partido de la Gente ,15682,"2,47%",2025
12,Ana María Gazmuri Vieira,"Verdes, Regionalistas y Humanistas",Acción Humanista ,59163,"9,33%",2025
12,Ximena Ossandón Irarrázabal,Chile Grande y Unido,Renovación Nacional,50084,"7,90%",2025
12,Daniela Serrano Salazar,Unidad por Chile,Partido Comunista,45860,"7,23%",2025
13,Gael Yeomans Araya,Unidad por Chile,Frente Amplio ,47227,"12,56%",2025
13,Lorena Pizarro Sierra,Unidad por Chile,Partido Comunista,30851,"8,20%",2025
13,Felipe Ross Correa,Cambio por Chile,Partido Republicano,36921,"9,82%",2025
13,Valentina Becerra Peña,Cambio por Chile,Partido Republicano,22556,"6,00%",2025
13,Eduardo Durán Salinas,Chile Grande y Unido,Renovación Nacional,17809,"4,74%",2025
14,Ignacio Achurra Díaz,Unidad por Chile,Frente Amplio ,49941,"8,55%",2025
14,Marisela Santibáñez Novoa,Unidad por Chile,Partido Comunista,47456,"8,13%",2025
14,Raúl Leiva Carvajal,Unidad por Chile,Partido Socialista,41941,"7,18%",2025
14,Diego Vergara Rodríguez,Cambio por Chile,Partido Republicano,46174,"7,91%",2025
14,Juan Irarrázaval Rossel,Cambio por Chile,Partido Republicano,43387,"7,43%",2025
14,Jaime Coloma Álamos,Chile Grande y Unido,Unión Demócrata Independiente,46865,"8,02%",2025
15,Raúl Soto Mardones,Unidad por Chile,Partido por la Democracia ,65612,"18,85%",2025
15,Fernando Zamorano Peralta,Unidad por Chile,Partido por la Democracia ,4630,"1,33%",2025
15,Valentina Cáceres Monsalvez,Unidad por Chile,Frente Amplio ,25967,"7,46%",2025
15,Natalia Romero Talguia,Chile Grande y Unido,Unión Demócrata Independiente,34855,"10,01%",2025
15,Fernando Ugarte Tejeda,Cambio por Chile,Partido Republicano,28892,"8,30%",2025
16,Carolina Cucumides Calderón,Unidad por Chile,Partido Socialista,23100,"8,85%",2025
16,Félix Bugueño Sotelo,Unidad por Chile,Frente Amplio ,20565,"7,88%",2025
16,Ricardo Neumann Bertín,Chile Grande y Unido,Unión Demócrata Independiente,31844,"12,21%",2025
16,Sebastián Cristoffanini Jaraquemada,Cambio por Chile,Partido Republicano,17608,"6,75%",2025
17,Priscilla Castillo Gerli,Unidad por Chile,Democracia Cristiana ,47964,"10,37%",2025
17,Javier Muñoz Riquelme,Unidad por Chile,Democracia Cristiana ,34965,"7,55%",2025
17,Roberto Celedón Fernández,Unidad por Chile,Frente Amplio ,44677,"9,66%",2025
17,Benjamín Moreno Bascur,Cambio por Chile,Partido Republicano,34451,"7,45%",2025
17,Germán Verdugo Soto,Cambio por Chile,Partido Nacional Libertario,21484,"4,65%",2025
17,Jorge Guzmán Zepeda,Chile Grande y Unido,Evopoli ,37180,"8,04%",2025
17,Guillermo Valdés Carmona,Partido de la Gente,Partido de la Gente ,12500,"2,70%",2025
18,Cristián Menchaca Pinochet,Cambio por Chile,Partido Republicano,32735,"13,55%",2025
18,Daniel Bustos Leal,Cambio por Chile,Partido Republicano,13629,"5,64%",2025
18,Consuelo Veloso Ávila,Unidad por Chile,Partido Radical,35978,"14,89%",2025
18,Rodrigo Ramírez Parra,Chile Grande y Unido,Renovación Nacional,19521,"8,08%",2025
19,Cristóbal Martínez Ramírez,Chile Grande y Unido,Unión Demócrata Independiente,24969,"7,46%",2025
19,Carlos Chandía Alarcón,Chile Grande y Unido,Renovación Nacional,23318,"6,96%",2025
19,Felipe Camaño Cárdenas,Unidad por Chile,Democracia Cristiana ,38958,"11,63%",2025
19,Francisco Crisóstomo Llanos,Unidad por Chile,Partido Socialista,15857,"4,74%",2025
19,Sara Concha Smith,Cambio por Chile,Partido Social Cristiano,18816,"5,62%",2025
20,Francesca Muñoz González,Cambio por Chile,Partido Social Cristiano,54759,"9,21%",2025
20,Roberto Arroyo Muñoz,Cambio por Chile,Partido Social Cristiano,7963,"1,34%",2025
20,Paz Charpentier Rajcevich,Cambio por Chile,Partido Republicano,45604,"7,67%",2025
20,Marlene Pérez Cartes,Chile Grande y Unido,Unión Demócrata Independiente,27001,"4,54%",2025
20,Sergio Bobadilla Muñoz,Chile Grande y Unido,Unión Demócrata Independiente,19468,"3,27%",2025
20,Álvaro Ortiz Vera,Unidad por Chile,Democracia Cristiana ,42415,"7,13%",2025
20,Antonio Rivas Villalobos,Unidad por Chile,Partido Socialista,27791,"4,67%",2025
20,Patricio Briones Moller,Partido de la Gente,Partido de la Gente ,18387,"3,09%",2025
21,Flor Weisse Novoa,Chile Grande y Unido,Unión Demócrata Independiente,37017,"9,36%",2025
21,Joanna Pérez Olea,Chile Grande y Unido,Demócratas,33310,"8,42%",2025
21,Cristóbal Urruticoechea Ríos,Cambio por Chile,Partido Nacional Libertario,28259,"7,14%",2025
21,Patricio Pinilla Valencia,Unidad por Chile,Democracia Cristiana ,20206,"5,11%",2025
21,Lilian Betancurt Delgado,Partido de la Gente,Partido de la Gente ,14640,"3,70%",2025
22,Eduardo Cretton Rebolledo,Chile Grande y Unido,Unión Demócrata Independiente,29959,"15,38%",2025
22,Juan Carlos Beltrán Silva,Chile Grande y Unido,Renovación Nacional,25862,"13,27%",2025
22,Gloria Naveillán Arriagada,Cambio por Chile,Partido Nacional Libertario,16445,"8,44%",2025
22,Andrea Parra Sauterel,Unidad por Chile,Partido por la Democracia ,14473,"7,43%",2025
23,José Montalva Fehuerhake,Unidad por Chile,Partido por la Democracia ,34270,"7,96%",2025
23,Coca Ñanco Vásquez,Unidad por Chile,Frente Amplio ,28610,"6,64%",2025
23,Stephan Schubert Rubio,Cambio por Chile,Partido Republicano,41089,"9,54%",2025
23,Cristian Neira Martínez,Cambio por Chile,Partido Republicano,14065,"3,27%",2025
23,Tomás Kast Sommerhoff,Chile Grande y Unido,Evopoli ,35207,"8,17%",2025
23,René Manuel García García,Chile Grande y Unido,Renovación Nacional,18216,"4,23%",2025
23,Flor Contreras Vivallo,Partido de la Gente,Partido de la Gente ,10812,"2,51%",2025
24,Marcos Ilabaca Cerda,Unidad por Chile,Partido Socialista,33972,"13,04%",2025
24,Matías Fernández Hatwig,Unidad por Chile,Frente Amplio ,26415,"10,14%",2025
24,Omar Sabat Guzmán,Chile Grande y Unido,Unión Demócrata Independiente,26742,"10,27%",2025
24,Daniel Valenzuela Salazar,Chile Grande y Unido,Renovación Nacional,15056,"5,78%",2025
24,Leandro Kunstmann Collado,Cambio por Chile,Partido Republicano,23578,"9,05%",2025
25,Héctor Barría Angulo,Unidad por Chile,Democracia Cristiana ,32370,"13,72%",2025
25,Emilia Nuyado Ancapichún,Unidad por Chile,Partido Socialista,30918,"13,11%",2025
25,Daniel Lilayu Vivanco,Chile Grande y Unido,Unión Demócrata Independiente,24934,"10,57%",2025
25,Paulina Muñoz Minte,Cambio por Chile,Partido Nacional Libertario,20361,"8,63%",2025
26,Alejandro Bernales Maldonado,Unidad por Chile,Partido Liberal,35540,"11,95%",2025
26,Héctor Ulloa Aguilera,Unidad por Chile,Partido por la Democracia ,20407,"6,86%",2025
26,Mauro González Villarroel,Chile Grande y Unido,Renovación Nacional,35330,"11,88%",2025
26,Claudia Reyes Larenas,Cambio por Chile,Partido Republicano,30928,"10,40%",2025
26,Alex Nahuelquín Nahuelquín,Partido de la Gente,Partido de la Gente ,30374,"10,21%",2025
27,Andrea Macías Palma,Unidad por Chile,Partido Socialista,9655,"15,47%",2025
27,René Alinco Bustos,"Verdes, Regionalistas y Humanistas",Federación Regionalista Verde Social,8920,"14,30%",2025
27,Alejandra Valdebenito Torres,Chile Grande y Unido,Unión Demócrata Independiente,6482,"10,39%",2025
28,Carlos Bianchi Chelech,Independiente,Independiente,25009,"24,89%",2025
28,Alejandro Riquelme Ducci,Cambio por Chile,Partido Republicano,12717,"12,66%",2025
28,Javiera Morales Alvarado,Unidad por Chile,Frente Amplio ,9361,"9,32%",2025
